"Gene.name" "Chromosome.scaffold.name" "Gene.start..bp." "Gene.end..bp." "p_values" "p_values_BH" "p_values_bf"
"ENSG00000197385" "ZNF860" 3 31981750 31991723 2.07168020678879e-06 3.97668819941001e-05 0.0386534092982653
"ENSG00000197386" "HTT" 4 3041363 3243957 1 1 1
"ENSG00000197403" "OR6N1" 1 158747814 158772195 1 1 1
"ENSG00000197405" "C5AR1" 19 47290023 47322066 0.842599615317869 1 1
"ENSG00000197406" "DIO3" 14 101560139 101563452 1 1 1
"ENSG00000197408" "CYP2B6" 19 40991282 41018398 1 1 1
"ENSG00000197409" "H3C4" 6 26195164 26197286 0.0724678484198354 0.347942644317367 1
"ENSG00000197410" "DCHS2" 4 154231742 154491799 0.00283898276363915 0.0224352987733924 1
"ENSG00000197415" "VEPH1" 3 157259742 157533619 0.000493886555492101 0.00489276801190068 1
"ENSG00000197416" "FABP12" 8 81524981 81590139 1 1 1
"ENSG00000197417" "SHPK" 17 3608240 3636250 1 1 1
"ENSG00000197428" "OR51D1" 11 4637477 4643060 1 1 1
"ENSG00000197429" "IPP" 1 45694324 45750653 1 1 1
"ENSG00000197430" "OPALIN" 10 96343221 96359365 1 1 1
"ENSG00000197437" "OR13G1" 1 247670812 247679739 1 1 1
"ENSG00000197442" "MAP3K5" 6 136557046 136793097 1 1 1
"ENSG00000197444" "OGDHL" 10 49734641 49762379 0.000805699673111334 0.00748640155019855 1
"ENSG00000197446" "CYP2F1" 19 41114432 41128381 1 1 1
"ENSG00000197448" "GSTK1" 7 143244093 143270854 1 1 1
"ENSG00000197451" "HNRNPAB" 5 178204533 178211163 1 1 1
"ENSG00000197454" "OR2L5" 1 248013660 248024276 1 1 1
"ENSG00000197457" "STMN3" 20 63639705 63657682 0.633654319564845 1 1
"ENSG00000197461" "PDGFA" 7 497258 520296 0.733366338591425 1 1
"ENSG00000197465" "GYPE" 4 143870864 143905563 0.201319809894423 0.795539363304921 1
"ENSG00000197467" "COL13A1" 10 69801880 69964275 0.444427107325817 1 1
"ENSG00000197471" "SPN" 16 29662979 29670876 0.000197359467613929 0.00219709603027488 1
"ENSG00000197472" "ZNF695" 1 246945547 247008093 4.7018569047447e-07 1.06854136575794e-05 0.00877272461287267
"ENSG00000197479" "PCDHB11" 5 141199610 141203779 0.808791501699807 1 1
"ENSG00000197483" "ZNF628" 19 55476617 55484487 1 1 1
"ENSG00000197487" "GALP" 19 56176008 56185775 1 1 1
"ENSG00000197496" "SLC2A10" 20 46709649 46736347 0.763413853169693 1 1
"ENSG00000197497" "ZNF665" 19 53159213 53193386 0.602645352548979 1 1
"ENSG00000197498" "RPF2" 6 110982015 111028263 1 1 1
"ENSG00000197506" "SLC28A3" 9 84275457 84340758 0.0958455095790983 0.437340552146446 1
"ENSG00000197520" "FAM177B" 1 222737202 222751004 0.0495256029239277 0.253929293584678 1
"ENSG00000197530" "MIB2" 1 1615454 1630605 1 1 1
"ENSG00000197532" "OR6Y1" 1 158544550 158554405 1 1 1
"ENSG00000197535" "MYO5A" 15 52307281 52529132 1 1 1
"ENSG00000197540" "GZMM" 19 544034 549924 0.654230671299294 1 1
"ENSG00000197548" "ATG7" 3 11272309 11557665 1 1 1
"ENSG00000197555" "SIPA1L1" 14 71320449 71741229 1 1 1
"ENSG00000197557" "IFT70A" 2 177612999 177618742 0.00269372915190523 0.0215336754568328 1
"ENSG00000197561" "ELANE" 19 851014 856247 0.0531757392888341 0.269094912842709 1
"ENSG00000197562" "RAB40C" 16 589357 629272 1 1 1
"ENSG00000197563" "PIGN" 18 61905255 62187118 1 1 1
"ENSG00000197566" "ZNF624" 17 16620734 16653856 1 1 1
"ENSG00000197576" "HOXA4" 7 27128507 27130780 0.000238997305396304 0.00259407313791986 1
"ENSG00000197579" "TOPORS" 9 32540544 32552586 1 1 1
"ENSG00000197580" "BCO2" 11 112175510 112224699 1 1 1
"ENSG00000197584" "KCNMB2" 3 178272932 178844429 8.56405285603357e-14 1.20141427208928e-11 1.59788098187874e-09
"ENSG00000197586" "ENTPD6" 20 25195693 25228075 1 1 1
"ENSG00000197587" "DMBX1" 1 46489836 46516216 1 1 1
"ENSG00000197591" "OR11L1" 1 247840928 247841896 1 1 1
"ENSG00000197594" "ENPP1" 6 131808016 131895155 0.94648036115441 1 1
"ENSG00000197599" "CCDC154" 16 1434383 1444556 4.24287781664863e-07 9.74921358411702e-06 0.00791636143030302
"ENSG00000197601" "FAR1" 11 13668659 13732346 1 1 1
"ENSG00000197603" "CPLANE1" 5 37106228 37249376 0.91423348886701 1 1
"ENSG00000197608" "ZNF841" 19 52064465 52095765 0.764389539592263 1 1
"ENSG00000197614" "MFAP5" 12 8637346 8662888 0.44956033070251 1 1
"ENSG00000197616" "MYH6" 14 23381982 23408273 1 1 1
"ENSG00000197619" "ZNF615" 19 51991332 52008230 0.000639217891756945 0.00615086509767978 1
"ENSG00000197622" "CDC42SE1" 1 151050971 151070325 1 1 1
"ENSG00000197629" "MPEG1" 11 59208510 59212927 0.0280668991631461 0.157787878241099 1
"ENSG00000197632" "SERPINB2" 18 63871692 63903888 0.127588932258832 0.551692768965303 1
"ENSG00000197635" "DPP4" 2 161992245 162074394 0.0432831090095795 0.226910999691131 1
"ENSG00000197641" "SERPINB13" 18 63586989 63604639 1 1 1
"ENSG00000197646" "PDCD1LG2" 9 5510531 5571282 0.0168145623715121 0.102591924371378 1
"ENSG00000197647" "ZNF433" 19 12014715 12035741 4.27679293418768e-08 1.24293461940925e-06 0.000797964025660738
"ENSG00000197651" "CCER1" 12 90905622 90955176 1 1 1
"ENSG00000197653" "DNAH10" 12 123762188 123935720 0.010241497561445 0.067473821151639 1
"ENSG00000197658" "SLC22A24" 11 63079940 63144221 1 1 1
"ENSG00000197674" "OR51C1P" 11 4690423 4697853 1 1 1
"ENSG00000197683" "KRTAP26-1" 21 30319124 30320315 1 1 1
"ENSG00000197694" "SPTAN1" 9 128552558 128633662 1 1 1
"ENSG00000197696" "NMB" 15 84655129 84658563 1 1 1
"ENSG00000197702" "PARVA" 11 12377563 12535356 0.0133315150638589 0.0842327829534302 1
"ENSG00000197705" "KLHL14" 18 32672673 32773023 2.70677325701821e-14 4.24394751507948e-12 5.05029754294458e-10
"ENSG00000197706" "OR6C74" 12 55244609 55256625 1 1 1
"ENSG00000197712" "FAM114A1" 4 38867677 38945739 1 1 1
"ENSG00000197713" "RPE" 2 210002565 210022260 1 1 1
"ENSG00000197714" "ZNF460" 19 57280051 57294069 1 1 1
"ENSG00000197721" "CR1L" 1 207645113 207738416 0.312079082029287 1 1
"ENSG00000197724" "PHF2" 9 93576584 93679587 1 1 1
"ENSG00000197728" "RPS26" 12 56041351 56044697 1 1 1
"ENSG00000197745" "SCGB1D4" 11 62296281 62299075 1 1 1
"ENSG00000197746" "PSAP" 10 71816298 71851251 1 1 1
"ENSG00000197747" "S100A10" 1 151982915 151993859 1.11650457690472e-05 0.000173742638831428 0.208317423958882
"ENSG00000197748" "CFAP43" 10 104129888 104232364 0.00403637373446675 0.0303794518506175 1
"ENSG00000197753" "LHFPL5" 6 35797206 35845397 1 1 1
"ENSG00000197756" "RPL37A" 2 216498825 216579180 1 1 1
"ENSG00000197757" "HOXC6" 12 53990624 54030823 0.105595588845625 0.474176292823505 1
"ENSG00000197763" "TXNRD3" 3 126571779 126655124 0.867449877761963 1 1
"ENSG00000197766" "CFD" 19 859453 867884 5.28137473268216e-10 2.55947765616581e-08 9.85398897623837e-06
"ENSG00000197768" "STPG3" 9 137251261 137253483 0.109493648287612 0.488506095110058 1
"ENSG00000197769" "MAP1LC3C" 1 241995490 241999098 0.00207455905840384 0.0172044802893789 1
"ENSG00000197771" "MCMBP" 10 119829404 119892556 1 1 1
"ENSG00000197774" "EME2" 16 1772810 1781708 1 1 1
"ENSG00000197776" "KLHDC1" 14 49693105 49753150 1 1 1
"ENSG00000197780" "TAF13" 1 109062496 109076012 1 1 1
"ENSG00000197782" "ZNF780A" 19 40069152 40090943 1 1 1
"ENSG00000197785" "ATAD3A" 1 1512162 1534685 1 1 1
"ENSG00000197786" "OR5B17" 11 58358124 58359069 1 1 1
"ENSG00000197790" "OR52M1" 11 4545191 4546144 1 1 1
"ENSG00000197798" "FAM118B" 11 126211724 126262984 1 1 1
"ENSG00000197808" "ZNF461" 19 36636618 36666853 0.000385835081240229 0.00395110370240406 1
"ENSG00000197816" "CCDC180" 9 97307304 97378751 0.0285039293097393 0.159755576167353 1
"ENSG00000197818" "SLC9A8" 20 49812713 49892242 1 1 1
"ENSG00000197822" "OCLN" 5 69492292 69558104 0.0113133619972718 0.0731662766534134 1
"ENSG00000197826" "CFAP299" 4 80335730 80963750 1 1 1
"ENSG00000197837" "H4C16" 12 14767999 14771131 1 1 1
"ENSG00000197838" "CYP2A13" 19 41088451 41096195 1 1 1
"ENSG00000197841" "ZNF181" 19 34734155 34745378 1 1 1
"ENSG00000197849" "OR8G1" 11 124241095 124254364 1 1 1
"ENSG00000197852" "INKA2" 1 111680630 111755824 1 1 1
"ENSG00000197857" "ZNF44" 19 12224686 12294883 1 1 1
"ENSG00000197858" "GPAA1" 8 144082337 144093149 1 1 1
"ENSG00000197859" "ADAMTSL2" 9 133532164 133575519 0.140530011938503 0.59658907002243 1
"ENSG00000197860" "SGTB" 5 65665928 65723035 1 1 1
"ENSG00000197863" "ZNF790" 19 36817428 36850787 0.973929083666963 1 1
"ENSG00000197870" "PRB3" 12 11265914 11269707 1 1 1
"ENSG00000197872" "CYRIA" 2 16549459 16666331 1.83189980698661e-12 1.78950715176734e-10 3.41795865987562e-08
"ENSG00000197879" "MYO1C" 17 1464186 1492686 1 1 1
"ENSG00000197885" "NKIRAS1" 3 23889951 23946591 1 1 1
"ENSG00000197887" "OR1S2" 11 58203204 58204142 1 1 1
"ENSG00000197888" "UGT2B17" 4 68537173 68576413 0.983260574881031 1 1
"ENSG00000197889" "MEIG1" 10 14959388 14988050 1 1 1
"ENSG00000197891" "SLC22A12" 11 64590641 64602353 1 1 1
"ENSG00000197892" "KIF13B" 8 29067278 29263124 1 1 1
"ENSG00000197893" "NRAP" 10 113588714 113664070 1 1 1
"ENSG00000197894" "ADH5" 4 99070978 99088801 1 1 1
"ENSG00000197901" "SLC22A6" 11 62936385 62984967 1 1 1
"ENSG00000197903" "H2BC12" 6 27137298 27146855 0.00163462490600533 0.0139967101864376 1
"ENSG00000197905" "TEAD4" 12 2959330 3040676 0.0230223787135296 0.133318301989038 1
"ENSG00000197912" "SPG7" 16 89490719 89557766 1 1 1
"ENSG00000197915" "HRNR" 1 152212076 152224193 0.000617097732362664 0.00596879704013612 1
"ENSG00000197919" "IFNA1" 9 21440439 21441316 1 1 1
"ENSG00000197921" "HES5" 1 2528745 2530263 0.255125823947585 0.963107409388772 1
"ENSG00000197928" "ZNF677" 19 53235381 53254898 0.672027554944376 1 1
"ENSG00000197930" "ERO1A" 14 52639915 52695900 1 1 1
"ENSG00000197933" "ZNF823" 19 11721265 11739009 0.0608953549459332 0.300976300021516 1
"ENSG00000197935" "ZNF311" 6 28994785 29005316 0.125577984479635 0.544385231045777 1
"ENSG00000197937" "ZNF347" 19 53124072 53159075 0.0384570946936041 0.205361325928239 1
"ENSG00000197938" "OR5H2" 3 98282505 98284070 1 1 1
"ENSG00000197943" "PLCG2" 16 81738248 81962685 1 1 1
"ENSG00000197948" "FCHSD1" 5 141639302 141651418 1 1 1
"ENSG00000197951" "ZNF71" 19 56595265 56626481 1.35394399794778e-05 0.00020605128151476 0.252618871137096
"ENSG00000197953" "AADACL2" 3 151733916 151761339 1 1 1
"ENSG00000197956" "S100A6" 1 153534599 153536244 3.47438950300915e-05 0.000468728556378487 0.648251593471448
"ENSG00000197958" "RPL12" 9 127447674 127451406 1 1 1
"ENSG00000197959" "DNM3" 1 171817887 172418466 1 1 1
"ENSG00000197961" "ZNF121" 19 9560329 9584504 1 1 1
"ENSG00000197965" "MPZL1" 1 167721192 167791919 1 1 1
"ENSG00000197969" "VPS13A" 9 77177445 77421537 1 1 1
"ENSG00000197971" "MBP" 18 76978827 77133683 0.00208039647235756 0.0172362510573922 1
"ENSG00000197977" "ELOVL2" 6 10980759 11044305 1 1 1
"ENSG00000197978" "GOLGA6L9" 15 82429816 82439153 0.0034423659892779 0.0264856348981225 1
"ENSG00000197980" "LEKR1" 3 156825481 157046129 1 1 1
"ENSG00000197982" "C1orf122" 1 37806979 37809454 1 1 1
"ENSG00000197991" "" 13 61409858 61427849 1 1 1
"ENSG00000197992" "CLEC9A" 12 10030678 10066031 6.24928302735647e-07 1.37773236421102e-05 0.0116599122724417
"ENSG00000197993" "KEL" 7 142941114 142962363 0.198633803122737 0.787194031152088 1
"ENSG00000198000" "NOL8" 9 92297358 92325636 1 1 1
"ENSG00000198001" "IRAK4" 12 43758944 43798307 1 1 1
"ENSG00000198003" "ODAD3" 19 11420604 11435782 0.758760268928922 1 1
"ENSG00000198010" "DLGAP2" 8 737628 1708476 0.000377859367352147 0.00388448962747729 1
"ENSG00000198015" "MRPL42" 12 93467514 93516214 1 1 1
"ENSG00000198018" "ENTPD7" 10 99659509 99711241 1 1 1
"ENSG00000198026" "ZNF335" 20 45948660 45972203 1 1 1
"ENSG00000198028" "ZNF560" 19 9466355 9498616 1 1 1
"ENSG00000198033" "TUBA3C" 13 19173772 19181824 0.00345932182459835 0.0265613278203112 1
"ENSG00000198039" "ZNF273" 7 64870172 64930981 1 1 1
"ENSG00000198040" "ZNF84" 12 133037292 133063304 0.157464828699365 0.656531569580501 1
"ENSG00000198042" "MAK16" 8 33485182 33501262 1 1 1
"ENSG00000198046" "ZNF667" 19 56439325 56478065 2.28430142487184e-05 0.000324110235629344 0.426204959852588
"ENSG00000198049" "AVPR1B" 1 206106936 206117699 0.0066127354383871 0.0467350067459949 1
"ENSG00000198053" "SIRPA" 20 1894167 1940592 0.13871946030959 0.589707835601805 1
"ENSG00000198055" "GRK6" 5 177403204 177442901 1 1 1
"ENSG00000198056" "PRIM1" 12 56730438 56752374 1 1 1
"ENSG00000198060" "MARCHF5" 10 92291167 92353964 1 1 1
"ENSG00000198062" "POTEH" 22 15690026 15721631 3.54932692497176e-07 8.26758324171325e-06 0.00662233417661231
"ENSG00000198064" "NPIPB13" 16 30222897 30255268 1 1 1
"ENSG00000198074" "AKR1B10" 7 134527567 134541412 1 1 1
"ENSG00000198075" "SULT1C4" 2 108377911 108388989 0.031629073456816 0.174012334892122 1
"ENSG00000198077" "CYP2A7" 19 40875439 40882752 1 1 1
"ENSG00000198081" "ZBTB14" 18 5289019 5297053 1 1 1
"ENSG00000198083" "KRTAP9-9" 17 41255384 41256364 1 1 1
"ENSG00000198087" "CD2AP" 6 47477789 47627263 1 1 1
"ENSG00000198089" "SFI1" 22 31488688 31618588 1 1 1
"ENSG00000198090" "KRTAP4-6" 17 41139433 41140544 1 1 1
"ENSG00000198092" "TMPRSS11F" 4 68053198 68129869 0.0284515096727313 0.159557639757686 1
"ENSG00000198093" "ZNF649" 19 51889235 51905040 0.400213694921802 1 1
"ENSG00000198099" "ADH4" 4 99123657 99157792 1 1 1
"ENSG00000198104" "OR2T6" 1 248375746 248391811 1 1 1
"ENSG00000198105" "ZNF248" 10 37776526 37858106 1 1 1
"ENSG00000198108" "CHSY3" 5 129904465 130186634 2.2178330534466e-05 0.00031588891315874 0.413803291112068
"ENSG00000198113" "TOR4A" 9 137277726 137282641 1 1 1
"ENSG00000198121" "LPAR1" 9 110873263 111038470 0.339237373786978 1 1
"ENSG00000198125" "MB" 22 35606764 35637951 0.00378435950506468 0.0286677140257803 1
"ENSG00000198128" "OR2L3" 1 248046836 248063407 1 1 1
"ENSG00000198129" "DEFB107B" 8 7495911 7509311 1 1 1
"ENSG00000198130" "HIBCH" 2 190189735 190344193 1 1 1
"ENSG00000198131" "ZNF544" 19 58228594 58277495 0.0200135772458329 0.118656919050763 1
"ENSG00000198133" "TMEM229B" 14 67447084 67533739 0.9985943503717 1 1
"ENSG00000198142" "SOWAHC" 2 109614364 109618990 0.0339078901209099 0.18450084977426 1
"ENSG00000198146" "ZNF770" 15 34978341 34988287 1 1 1
"ENSG00000198156" "NPIPB6" 16 28342517 28363508 4.07695054417567e-06 7.19656984420338e-05 0.0760677432532297
"ENSG00000198160" "MIER1" 1 66924895 66988619 1 1 1
"ENSG00000198162" "MAN1A2" 1 117367449 117528872 1 1 1
"ENSG00000198168" "SVIP" 11 22813799 22830299 1 1 1
"ENSG00000198169" "ZNF251" 8 144720907 144756417 1 1 1
"ENSG00000198171" "DDRGK1" 20 3190350 3204685 1 1 1
"ENSG00000198176" "TFDP1" 13 113584721 113641473 4.54185290039584e-06 7.89765996417387e-05 0.0847418914155857
"ENSG00000198178" "CLEC4C" 12 7729383 7751605 1 1 1
"ENSG00000198182" "ZNF607" 19 37696371 37719761 4.27577864038241e-09 1.65170761640279e-07 7.97774778722549e-05
"ENSG00000198183" "BPIFA1" 20 33235995 33243311 1 1 1
"ENSG00000198185" "ZNF334" 20 46499630 46513559 0.574820109749227 1 1
"ENSG00000198189" "HSD17B11" 4 87336515 87391188 1 1 1
"ENSG00000198198" "SZT2" 1 43389882 43454247 1 1 1
"ENSG00000198203" "SULT1C2" 2 108288639 108309915 0.0353752065436344 0.191407429481709 1
"ENSG00000198208" "RPS6KL1" 14 74903951 74923302 0.000101623900010566 0.00121622753457161 1
"ENSG00000198211" "" 16 89919165 89936092 0.513471536750985 1 1
"ENSG00000198216" "CACNA1E" 1 181317690 181813262 7.58222494300247e-15 1.50499098921851e-12 1.4146915298654e-10
"ENSG00000198218" "QRICH1" 3 49029707 49094363 1 1 1
"ENSG00000198225" "FKBP1C" 6 63211469 63213027 1 1 1
"ENSG00000198231" "DDX42" 17 63773603 63819317 1 1 1
"ENSG00000198242" "RPL23A" 17 28719985 28724359 1 1 1
"ENSG00000198246" "SLC29A3" 10 71319259 71381423 1 1 1
"ENSG00000198252" "STYX" 14 52730166 52774989 1 1 1
"ENSG00000198258" "UBL5" 19 9827892 9830115 1 1 1
"ENSG00000198265" "HELZ" 17 67070444 67245989 1 1 1
"ENSG00000198270" "TMEM116" 12 111931282 112013866 1 1 1
"ENSG00000198271" "KRTAP4-5" 17 41148924 41149825 1 1 1
"ENSG00000198276" "UCKL1" 20 63939829 63956416 1 1 1
"ENSG00000198283" "OR5B21" 11 58506807 58508105 1 1 1
"ENSG00000198286" "CARD11" 7 2906142 3044228 3.35370450644638e-08 1.02269274554731e-06 0.000625734186812766
"ENSG00000198298" "ZNF485" 10 43606419 43617904 6.63686575620847e-05 0.000835564381102144 1
"ENSG00000198300" "PEG3" 19 56810077 56840728 0.000338917222826242 0.00352834298006105 1
"ENSG00000198301" "SDAD1" 4 75940950 75990962 1 1 1
"ENSG00000198315" "ZKSCAN8" 6 28141883 28159460 1 1 1
"ENSG00000198324" "PHETA1" 12 111360651 111369121 1 1 1
"ENSG00000198326" "TMEM239" 20 2816302 2820284 1 1 1
"ENSG00000198331" "HYLS1" 11 125883614 125900646 1 1 1
"ENSG00000198336" "MYL4" 17 47200446 47223679 2.34392664272919e-08 7.43758219388457e-07 0.000437329833000413
"ENSG00000198342" "ZNF442" 19 12345944 12365905 0.000606264630059918 0.00588231173565156 1
"ENSG00000198346" "ZNF813" 19 53467733 53496255 0.172292043950124 0.70449812755236 1
"ENSG00000198353" "HOXC4" 12 54016931 54056030 0.00669658811866163 0.0472024711439322 1
"ENSG00000198355" "PIM3" 22 49960768 49964072 0.00680290655891951 0.0478073938140566 1
"ENSG00000198356" "GET3" 19 12737139 12748323 1 1 1
"ENSG00000198363" "ASPH" 8 61500556 61714640 0.000208734682719591 0.00230857836999533 1
"ENSG00000198369" "SPRED2" 2 65310851 65432637 0.00292922400477753 0.023038940381596 1
"ENSG00000198373" "WWP2" 16 69762328 69941741 1 1 1
"ENSG00000198380" "GFPT1" 2 69319780 69387250 1 1 1
"ENSG00000198382" "UVRAG" 11 75815210 76144232 1 1 1
"ENSG00000198390" "KRTAP13-1" 21 30396031 30396822 1 1 1
"ENSG00000198393" "ZNF26" 12 132986365 133032952 1 1 1
"ENSG00000198398" "TMEM207" 3 190428655 190449901 1 1 1
"ENSG00000198399" "ITSN2" 2 24202864 24360536 1 1 1
"ENSG00000198400" "NTRK1" 1 156815636 156881850 8.56458901567349e-08 2.31591451962951e-06 0.00159798101854436
"ENSG00000198408" "OGA" 10 101784443 101818465 1 1 1
"ENSG00000198417" "MT1F" 16 56657731 56660698 0.00493463372721781 0.0362481874340275 1
"ENSG00000198420" "TCAF1" 7 143851375 143902198 1 1 1
"ENSG00000198429" "ZNF69" 19 11887782 11914329 0.000111409753663273 0.00131979884688847 1
"ENSG00000198431" "TXNRD1" 12 104215779 104350307 1 1 1
"ENSG00000198435" "NRARP" 9 137299631 137302271 2.12558818000018e-06 4.06344510885689e-05 0.0396592242624433
"ENSG00000198440" "ZNF583" 19 56397966 56436035 1.03112492066499e-07 2.73432508045494e-06 0.00192387287697673
"ENSG00000198443" "KRTAP4-1" 17 41184100 41184911 1 1 1
"ENSG00000198445" "CCT8L2" 22 16590751 16592810 1 1 1
"ENSG00000198452" "OR14L1" 1 247617143 247622372 1 1 1
"ENSG00000198453" "ZNF568" 19 36916316 37005037 1.14581143161921e-05 0.000177858150508745 0.213785496911512
"ENSG00000198464" "ZNF480" 19 52297169 52325922 1 1 1
"ENSG00000198466" "ZNF587" 19 57849859 57865117 1 1 1
"ENSG00000198467" "TPM2" 9 35681992 35690056 0.00789193013202975 0.0542548387632318 1
"ENSG00000198471" "RTP2" 3 187698259 187702557 1 1 1
"ENSG00000198478" "SH3BGRL2" 6 79537185 79703655 0.139313630181196 0.591829169380864 1
"ENSG00000198482" "ZNF808" 19 52527652 52564464 0.0123616562455499 0.0790688317550461 1
"ENSG00000198483" "ANKRD35" 1 145866560 145885866 0.00537034297302827 0.0389882720586621 1
"ENSG00000198488" "B3GNT6" 11 77034398 77041973 1 1 1
"ENSG00000198492" "YTHDF2" 1 28736621 28769775 1 1 1
"ENSG00000198498" "TMA16" 4 163494442 163520539 1 1 1
"ENSG00000198502" "HLA-DRB5" 6 32517353 32530287 0.94611840160037 1 1
"ENSG00000198513" "ATL1" 14 50532509 50634017 1 1 1
"ENSG00000198515" "CNGA1" 4 47935977 48016681 1 1 1
"ENSG00000198517" "MAFK" 7 1530702 1543043 1 1 1
"ENSG00000198520" "ARMH1" 1 44674692 44725591 0.0161307841284565 0.0991004841187824 1
"ENSG00000198521" "ZNF43" 19 21804946 21852125 1.11760559162524e-05 0.000173769042737864 0.208522851285437
"ENSG00000198522" "GPN1" 2 27628247 27651511 1 1 1
"ENSG00000198523" "PLN" 6 118548296 118561716 0.110568625356321 0.492007968494689 1
"ENSG00000198535" "C2CD4A" 15 62066977 62070917 0.100279205319197 0.453798062780881 1
"ENSG00000198538" "ZNF28" 19 52797408 52857600 0.000585792762544675 0.00570742629950838 1
"ENSG00000198542" "ITGBL1" 13 101452593 101720856 0.275186625773173 1 1
"ENSG00000198546" "ZNF511" 10 133308914 133313162 1 1 1
"ENSG00000198547" "C20orf203" 20 32631625 32673941 0.988761881510684 1 1
"ENSG00000198551" "ZNF627" 19 11559374 11619161 1 1 1
"ENSG00000198553" "KCNRG" 13 50015254 50020922 1 1 1
"ENSG00000198554" "WDHD1" 14 54938949 55027105 4.26421850694618e-06 7.47761173896634e-05 0.0795617889026018
"ENSG00000198556" "ZNF789" 7 99472890 99503650 1 1 1
"ENSG00000198561" "CTNND1" 11 57753243 57819546 1 1 1
"ENSG00000198563" "DDX39B" 6 31530219 31542448 1 1 1
"ENSG00000198569" "SLC34A3" 9 137230757 137236555 1 1 1
"ENSG00000198570" "RD3" 1 211476522 211492162 1 1 1
"ENSG00000198574" "SH2D1B" 1 162395268 162412138 0.294041032087524 1 1
"ENSG00000198576" "ARC" 8 142611049 142614479 3.46853486736645e-08 1.04549149523947e-06 0.000647159235553232
"ENSG00000198585" "NUDT16" 3 131381671 131388830 1 1 1
"ENSG00000198586" "TLK1" 2 170990823 171231314 1 1 1
"ENSG00000198589" "LRBA" 4 150264435 151015727 1 1 1
"ENSG00000198597" "ZNF536" 19 30224891 30713586 2.79107419868057e-06 5.18167785064498e-05 0.052075862398982
"ENSG00000198598" "MMP17" 12 131828393 131851783 0.000188055866508816 0.00210735516956246 1
"ENSG00000198601" "OR2M2" 1 248174821 248181067 1 1 1
"ENSG00000198604" "BAZ1A" 14 34752731 34875647 1 1 1
"ENSG00000198610" "AKR1C4" 10 5195462 5218949 1 1 1
"ENSG00000198612" "COPS8" 2 237085882 237100474 1 1 1
"ENSG00000198624" "CCDC69" 5 151181052 151224093 1 1 1
"ENSG00000198625" "MDM4" 1 204516379 204558120 1 1 1
"ENSG00000198626" "RYR2" 1 237042184 237833988 3.69021585648571e-15 7.73618510677644e-13 6.88520474503103e-11
"ENSG00000198633" "ZNF534" 19 52429148 52452315 1 1 1
"ENSG00000198642" "KLHL9" 9 21320024 21335404 1 1 1
"ENSG00000198643" "FAM3D" 3 58633946 58666834 0.927907540585171 1 1
"ENSG00000198646" "NCOA6" 20 34689097 34825651 1 1 1
"ENSG00000198648" "STK39" 2 167954020 168247595 1.33865321406852e-05 0.00020389054422931 0.249765916680905
